"","cost1","cost2","target_closed_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost"
"121",1,1.5,0.6,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",105.852813742386,100.124921972504,1.05720745302009,8680.38740781476
"122",1,2,0.6,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",116.053823869162,101.118742080783,1.14769845313589,5861.62320388491
"123",1,4,0.6,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",88.3259018078045,67.8969807870718,1.30088114057382,4073.99148315901
"124",1,1.5,0.7,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",62.7401153701776,60.1082357085949,1.04378567480074,1850.0574941786
"125",1,2,0.7,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",92.0121933088198,78.390050389064,1.17377387630377,4729.11678333646
"126",1,4,0.7,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",103.740115370178,89.5544527089524,1.15840265036656,7332.05751265377
"127",1,1.5,0.8,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",96.0121933088198,88.8650662521556,1.08042673412727,5026.54931164153
"128",1,2,0.8,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",86.2253967444162,79.2464510246358,1.08806635034812,6409.17938386626
"129",1,4,0.8,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",113.225396744416,91.7877987534291,1.23355607479568,13452.7547966079
"130",1,1.5,0.9,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",106.78174593052,99.0201999594022,1.07838346089283,9958.81560470934
"131",1,2,0.9,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",97.8111831820431,90.4267659490264,1.08166185261098,9592.79003550486
"132",1,4,0.9,11,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",95.3553390593274,84.2140130857092,1.13229776809566,11529.1022751173
"133",1,1.5,0.6,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",82.9116882454314,73.8782782690555,1.12227423524243,4701.96767339225
"134",1,2,0.6,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",103.154328932551,92.1303424502482,1.11965641491299,4979.20062215833
"135",1,4,0.6,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",110.78174593052,94.0691235209513,1.17766320960614,9156.9828350598
"136",1,1.5,0.7,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",89.3259018078045,82.7345151674922,1.07966912753363,3765.32741444708
"137",1,2,0.7,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",104.39696961967,91,1.14721944637,5772.67760545526
"138",1,4,0.7,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",97.9116882454314,77.4144689318476,1.26477245915914,5488.44715397137
"139",1,1.5,0.8,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",107.610173055266,100.801785698469,1.06754232883497,5572.77223127954
"140",1,2,0.8,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",73.3259018078045,67.6239602507869,1.08431836195147,2981.98741872273
"141",1,4,0.8,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",134.02438661764,117.592516768713,1.13973567621863,14436.2216331837
"142",1,1.5,0.9,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",105.78174593052,99.569071503153,1.06239562480173,5898.50836306243
"143",1,2,0.9,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"144",1,4,0.9,12,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",131.02438661764,114.337220536446,1.14594692789365,14827.8915472938
"145",1,1.5,0.6,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",56.4264068711929,52.4022900262956,1.07679276693591,2499.08654891566
"146",1,2,0.6,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",109.539105243401,99.247166206396,1.10370007961337,5378.80975945706
"147",1,4,0.6,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"148",1,1.5,0.7,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"149",1,2,0.7,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",110.639610306789,95.6922149393565,1.15620283611269,9031.93234033335
"150",1,4,0.7,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",113.982756057297,92.3579991121505,1.23414059586639,7933.89628614414
"151",1,1.5,0.8,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",95.2964645562817,88.4081444212014,1.07791499505139,7027.62045484839
"152",1,2,0.8,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",126.539105243401,109.658560997307,1.15393731317073,9596.50239716814
"153",1,4,0.8,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",128.710678118655,94.0212741883453,1.36895271022193,11898.8526179117
"154",1,1.5,0.9,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"155",1,2,0.9,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"156",1,4,0.9,13,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",110.78174593052,101.316336293808,1.09342431815994,11684.3580844029
"157",1,1.5,0.6,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",101.811183182043,92.1140597303148,1.10527300045312,7378.92826973868
"158",1,2,0.6,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",111.539105243401,96.4261375354214,1.15673102847688,5906.73869164519
"159",1,4,0.6,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",111.254833995939,76.4852927038918,1.45459120391492,6657.07136727865
"160",1,1.5,0.7,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",87.8822509939086,82.2192191643779,1.0688772270898,6127.69342036489
"161",1,2,0.7,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",102.39696961967,91.8095855561934,1.11531893973093,5502.42149641112
"162",1,4,0.7,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",102.568542494924,84.1189633792524,1.21932722865938,6663.16560853567
"163",1,1.5,0.8,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",78.4974746830583,71.2811335487869,1.10123774377595,3042.89677273235
"164",1,2,0.8,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"165",1,4,0.8,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",82.254833995939,65.7951365983839,1.25016586709175,7058.83308398399
"166",1,1.5,0.9,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",94.9411254969543,88.3232698670062,1.07492765654977,5444.64958647474
"167",1,2,0.9,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",88.6690475583121,81.939001702486,1.0821348285431,7943.68039484333
"168",1,4,0.9,14,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",121.124891681028,101.138518873869,1.19761385701212,12610.5237872464
"169",1,1.5,0.6,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",98.1248916810278,90.785461391128,1.08084367449849,4376.42617153923
"170",1,2,0.6,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",65.254833995939,59.4138031100518,1.09831100821922,3072.8915557968
"171",1,4,0.6,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",109.053823869162,93.8616002420585,1.16185770952045,6233.05155341597
"172",1,1.5,0.7,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",89.698484809835,81.7435012707432,1.09731640332782,4857.34936240295
"173",1,2,0.7,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",93.8406204335659,81.6088230524127,1.14988327148521,6331.57483914606
"174",1,4,0.7,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",100.811183182043,82.6801064343775,1.21929188930176,7283.99215898186
"175",1,1.5,0.8,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",111.468037431535,102.083299319722,1.09193215907355,6071.13721114628
"176",1,2,0.8,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",104.539105243401,95,1.10041163414106,9855.59559035183
"177",1,4,0.8,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",100.639610306789,85.4224794770089,1.17813965273481,6685.40347342211
"178",1,1.5,0.9,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"179",1,2,0.9,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",111.539105243401,97.9081201943945,1.13922221182413,11604.3906849935
"180",1,4,0.9,15,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",74.0121933088198,62.9682459657247,1.17538915327428,5066.84395028068
"181",1,1.5,0.6,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",93.2964645562817,86.2670273047588,1.08148463522094,3719.81737009913
"182",1,2,0.6,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",108.154328932551,95.7131129992124,1.12998444563642,7828.05809856615
"183",1,4,0.6,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",98.6690475583121,88.0567998510053,1.12051593659164,7559.06273659802
"184",1,1.5,0.7,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",109.16652224137,105.361283211624,1.03611610369346,5235.99979185251
"185",1,2,0.7,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",81.4974746830583,70.8378429936994,1.150479337581,3384.51995899238
"186",1,4,0.7,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",101.740115370178,88.1929702413974,1.15360799269715,9382.92660226424
"187",1,1.5,0.8,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"188",1,2,0.8,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",66.3847763108502,61.0737259384099,1.08696129621756,3060.52575653221
"189",1,4,0.8,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",118.710678118655,100.568384694197,1.18039758199979,16141.358180824
"190",1,1.5,0.9,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",102.982756057297,95.2732911156112,1.08091947755148,8804.07214462436
"191",1,2,0.9,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",113.923881554251,104.690018626419,1.08820194177998,13294.3894510013
"192",1,4,0.9,16,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"193",1,1.5,0.6,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",73.8406204335659,67.2309452558864,1.09831298894464,2311.5220766632
"194",1,2,0.6,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",82.8406204335659,73.9256383131049,1.12059391469442,5199.39153101734
"195",1,4,0.6,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",77.4264068711929,67.2086303981862,1.15203072004994,3197.30421126657
"196",1,1.5,0.7,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",109.78174593052,100.895986045036,1.08806851723039,5690.03049919634
"197",1,2,0.7,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",111.610173055266,98.2293235240883,1.13622052001505,9541.65499299714
"198",1,4,0.7,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",127.296464556282,108.811764069884,1.16987777603281,10038.4735731593
"199",1,1.5,0.8,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",85.39696961967,77.5241897732572,1.10155255887793,5668.88557213174
"200",1,2,0.8,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",75.7401153701776,69.5269731830748,1.08936304721252,5203.35699357301
"201",1,4,0.8,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"202",1,1.5,0.9,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",114.509667991878,108.07404868885,1.05954823920362,6417.69254765472
"203",1,2,0.9,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",107.681240867132,102.176318195558,1.05387669832688,12169.18952619
"204",1,4,0.9,17,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"205",1,1.5,0.6,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",88.5685424949238,82.365041127896,1.07531716468635,3755.42563929138
"206",1,2,0.6,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",123.852813742386,112.929181348312,1.09672993520055,11435.1758185413
"207",1,4,0.6,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",104.154328932551,81.9328993750374,1.27121497868393,5721.56504655246
"208",1,1.5,0.7,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",104.882250993909,96.6488489326179,1.08518882689468,5849.32215821659
"209",1,2,0.7,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",106.296464556282,95.6713123146118,1.1110589160388,5221.01582021772
"210",1,4,0.7,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",107.154328932551,90.785461391128,1.18030274110632,9521.81821923234
"211",1,1.5,0.8,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",101.539105243401,94.8683298050514,1.07031614714898,4680.22665557655
"212",1,2,0.8,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",99.1543289325507,88.2043082847998,1.12414382994076,5233.1411699541
"213",1,4,0.8,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",99.7401153701776,85.0881895447306,1.17219693947942,11241.0845235603
"214",1,1.5,0.9,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",113.40916292849,109.87720418722,1.0321445996683,6650.76045382804
"215",1,2,0.9,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",109.39696961967,98.488578017961,1.11075793580571,11507.836766258
"216",1,4,0.9,18,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",115.953318805774,92.4175308044962,1.25466800288212,17048.8771306858
"217",1,1.5,0.6,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",85.8111831820431,78.2368199762746,1.09681328060197,5608.827967721
"218",1,2,0.6,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",123.811183182043,105.437185091409,1.17426487699482,7609.21822503853
"219",1,4,0.6,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",68.9411254969543,55.9732078766261,1.2316808007308,3055.14224946337
"220",1,1.5,0.7,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"221",1,2,0.7,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",57.254833995939,53.8144961882948,1.06392957383837,1808.06805966011
"222",1,4,0.7,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",127.882250993909,97.6217188949262,1.30997745626209,9620.66029793625
"223",1,1.5,0.8,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",93.6690475583121,83.815273071201,1.11756538070025,6634.41834433216
"224",1,2,0.8,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",85.9116882454314,77.3886296557834,1.11013321501566,6236.82154426945
"225",1,4,0.8,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",111.296464556282,94.7945146092325,1.17408127479817,8452.1408158266
"226",1,1.5,0.9,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",88.8822509939086,84.0535543567314,1.057447857787,7266.91476173452
"227",1,2,0.9,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",78.1543289325507,71.7007670809734,1.09000687320805,3584.37375893238
"228",1,4,0.9,19,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",129.124891681028,106.962610289764,1.20719652719044,15234.1889501894
"229",1,1.5,0.6,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",78.3553390593274,72.4499827467198,1.08150942331142,2958.73408179398
"230",1,2,0.6,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",107.882250993909,96.8297474952816,1.1141436777904,8333.81557752486
"231",1,4,0.6,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",113.811183182043,95.1892851112981,1.19563019145455,9163.7578444068
"232",1,1.5,0.7,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",95.254833995939,85.9069263796581,1.10881436468776,4668.98690169476
"233",1,2,0.7,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",109.568542494924,91.4166286842826,1.19856249428461,6334.3990821887
"234",1,4,0.7,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",106.183766184074,85.146931829632,1.24706508975019,7685.62991002866
"235",1,1.5,0.8,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",NA,NA,NA,NA
"236",1,2,0.8,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",77.7401153701776,65.8027355054484,1.18141160505008,4717.97755674663
"237",1,4,0.8,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",105.568542494924,79.7558775263617,1.32364592766258,10086.4273103733
"238",1,1.5,0.9,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",79.8406204335659,73.824115301167,1.0814978291017,3397.02115934999
"239",1,2,0.9,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",112.811183182043,100.239712689133,1.12541407148579,11689.7359227851
"240",1,4,0.9,20,"targ0.6_cl_size5_r_size5targ0.7_cl_size5_r_size5targ0.8_cl_size5_r_size5targ0.9_cl_size5_r_size5",122.225396744416,104.019228991567,1.1750269438579,15035.599720065
